IL_SMILES,Temperature(K),Pressure(mPa),xCO2(mole fraction)
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,0.1,0.0012
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,0.5,0.0077
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,1.0,0.0161
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,2.5,0.0405
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,4.0,0.0649
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,5.5,0.0877
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,7.0,0.11
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,8.5,0.13
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,10.0,0.149
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,11.0,0.161
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,12.0,0.173
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,13.0,0.185
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,11.0,0.164
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,9.0,0.139
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,0.05,0.0002
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,0.1,0.001
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,0.5,0.0057
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,1.0,0.0134
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,2.5,0.035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,4.0,0.0588
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,5.5,0.0818
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,7.0,0.104
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,8.5,0.125
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,10.0,0.145
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,11.0,0.158
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,12.0,0.17
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,13.0,0.182
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,11.0,0.167
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,6.0,0.108
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,0.01,0.0002
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,0.05,0.0007
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,0.1,0.0013
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,0.5,0.0059
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,1.0,0.0117
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,2.5,0.0261
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,4.0,0.0443
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,5.5,0.0577
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,7.0,0.0738
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,8.5,0.0847
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,10.0,0.101
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,11.0,0.107
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,12.0,0.116
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,13.0,0.125
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,11.0,0.105
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,9.0,0.0901
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,6.0,0.0627
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,0.05,0.0003
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,0.1,0.0008
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,0.5,0.005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,1.0,0.0104
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,2.5,0.0256
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,4.0,0.041
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,5.5,0.0573
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,7.0,0.0722
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,8.49,0.0867
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,9.99,0.0992
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,11.0,0.108
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,12.0,0.117
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,13.0,0.123
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,11.0,0.11
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,6.0,0.0664
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,328.14,11.43,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.16,12.39,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,338.16,13.44,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.14,14.38,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.12,15.39,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.16,16.64,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,358.17,17.69,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,363.16,18.75,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,368.14,19.89,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.13,5.87,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.14,6.59,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,7.4,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,308.15,8.03,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.19,8.85,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,318.11,9.68,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.11,10.44,0.1022
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.17,12.43,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.17,13.88,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.19,15.42,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,308.19,17.1,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,18.86,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,318.12,20.74,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,22.69,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,328.12,24.66,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.18,26.86,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,338.12,29.09,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.13,31.37,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.15,33.78,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.16,36.29,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,358.16,38.84,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,363.16,41.5,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,368.22,44.18,0.1998
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,278.53,15.47,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.61,17.42,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,288.47,19.57,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.5,21.92,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.47,24.47,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.4,27.22,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,308.36,30.12,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.39,33.32,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,318.28,36.67,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.16,40.02,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,328.12,43.67,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,332.82,47.57,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,337.75,51.57,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,342.73,55.77,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,347.95,60.27,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.11,65.12,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,357.96,70.12,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,362.91,75.22,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,367.96,80.47,0.3035
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,278.68,22.33,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.52,25.08,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,288.51,28.38,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.33,31.98,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,35.73,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.11,39.93,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,308.1,44.58,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.0,49.53,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,318.13,55.13,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.22,60.98,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,328.12,67.03,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.19,73.43,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,338.28,80.53,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.12,87.48,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.08,94.73,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,352.82,102.33,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,357.69,110.63,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,363.02,119.68,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,367.92,128.88,0.4005
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,278.47,29.26,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.39,33.46,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,288.55,38.01,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.32,43.01,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.28,48.61,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.16,54.96,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,308.16,62.06,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.27,70.46,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,318.16,79.31,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.1,89.21,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,327.99,100.71,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.1,114.06,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,338.17,128.56,0.4825
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.12,144.4,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,318.07,174.6,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.95,202.2,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,327.96,230.6,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,332.94,261.2,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,337.86,284.6,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,342.78,311.2,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,347.66,338.2,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,352.69,365.8,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,357.9,388.6,0.5507
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,332.85,502.4,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,337.85,537.0,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,342.94,567.4,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,347.98,594.6,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,352.77,621.6,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,357.71,648.2,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,362.58,676.2,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.12,365.8,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,318.08,396.6,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.94,432.4,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,327.91,467.2,0.6017
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,282.75,0.1,0.002
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,282.95,0.5,0.013
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.05,1.0,0.026
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.05,4.0,0.096
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.05,10.0,0.216
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.05,13.0,0.265
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.05,20.0,0.364
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.15,15.0,0.295
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,283.25,7.0,0.159
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,297.95,0.1,0.002
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,297.95,10.0,0.158
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,297.95,15.0,0.221
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.05,1.0,0.019
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.05,20.0,0.277
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,0.5,0.01
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,4.0,0.069
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,7.0,0.116
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,13.0,0.197
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,0.5,0.006
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,1.0,0.012
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,4.0,0.044
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,7.0,0.073
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,10.0,0.1
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,13.0,0.127
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,15.0,0.143
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,20.0,0.182
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.25,0.1,0.003
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,347.95,10.0,0.071
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.05,1.0,0.007
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.05,4.0,0.03
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.05,20.0,0.133
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.15,0.1,0.002
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.15,0.5,0.003
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.15,7.0,0.051
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.15,13.0,0.089
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,348.15,15.0,0.103
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.93,0.22,0.0159
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.83,0.26,0.0079
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.9,0.77,0.016
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.38,0.78,0.0162
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.99,0.8,0.0133
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,324.18,0.82,0.011
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.19,0.85,0.0113
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,324.06,0.86,0.011
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,334.15,0.89,0.0095
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,342.96,0.91,0.0082
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,344.27,0.92,0.0081
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,17.5,0.1896
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,27.4,0.2732
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,34.3,0.3178
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,40.0,0.3516
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,44.0,0.3764
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,53.3,0.4182
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,57.7,0.4451
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,65.5,0.4738
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,69.8,0.4915
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,307.55,78.3,0.5139
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,18.5,0.1798
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,29.1,0.2621
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,36.3,0.3115
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,42.0,0.341
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,46.3,0.3642
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,56.1,0.4081
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,61.0,0.4328
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,69.1,0.4624
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,73.5,0.4773
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,312.45,81.8,0.4973
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,19.7,0.1764
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,30.8,0.2478
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,38.4,0.3013
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,44.0,0.3277
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,48.3,0.3516
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,58.7,0.3947
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,63.9,0.4172
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,72.4,0.446
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,77.5,0.4588
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,317.45,86.2,0.4866
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,20.8,0.1714
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,32.5,0.2391
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,40.5,0.2841
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,46.0,0.3077
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,50.6,0.3277
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,61.4,0.384
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,67.2,0.402
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,75.6,0.4357
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,81.0,0.446
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.15,90.0,0.4712
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.2,0.1,0.001
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.2,0.5,0.01
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.1,1.0,0.019
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.2,4.0,0.069
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.2,7.0,0.115
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.0,10.0,0.158
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.2,13.0,0.197
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.0,15.0,0.221
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.1,20.0,0.277
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.25,10.5,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.35,12.0,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.25,13.9,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,15.8,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,17.8,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,20.3,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.25,24.1,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,363.15,27.2,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,373.15,30.3,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,383.15,38.0,0.141
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.75,19.0,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.45,23.3,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.25,28.2,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.05,34.0,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.05,40.0,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,46.9,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,54.2,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,362.95,62.1,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,373.45,71.5,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,383.15,80.5,0.266
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.45,25.2,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.75,32.0,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.45,38.9,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.65,47.2,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,332.85,56.1,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,342.75,64.3,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,352.25,79.1,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,363.15,90.0,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,373.15,98.0,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,383.15,117.0,0.35
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.65,41.0,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,49.3,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,314.05,63.5,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,322.95,75.3,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.95,91.0,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.75,104.9,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,354.25,125.0,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,362.85,141.5,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,373.15,160.0,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,382.95,185.0,0.458
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.15,47.2,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.85,59.8,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.85,74.3,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,324.15,89.7,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.35,105.9,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.45,125.7,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,352.05,145.0,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,357.15,154.0,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,363.15,171.0,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,373.15,198.0,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,383.15,235.0,0.5
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,293.25,73.0,0.61
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,81.0,0.61
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.35,105.0,0.61
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.55,141.0,0.61
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,162.0,0.61
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,188.5,0.61
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,223.3,0.61
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,363.15,246.0,0.61
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,6.5,0.1049
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,13.0,0.1759
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,21.3,0.27
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,31.4,0.3618
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,40.6,0.4278
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,51.7,0.4928
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,298.15,60.7,0.528
CCCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.2,11.2,0.1158
